date,away_team,away_runs,away_hits,away_errors,home_team,home_runs,home_hits,home_errors
2019-06-22,White Sox,5,7,1,Rangers,6,14,1
2019-06-22,Giants,7,10,1,D-backs,4,8,0
2019-06-23,Blue Jays,6,10,1,Red Sox,1,7,0
2019-06-23,Marlins,6,16,0,Phillies,4,4,1
2019-06-23,Tigers,3,8,1,Indians,8,10,0
2019-06-23,Padres,10,13,1,Pirates,11,17,0
2019-06-23,Braves,4,7,1,Nationals,3,10,0
2019-06-23,Astros,9,14,0,Yankees,4,6,0
2019-06-23,Reds,5,10,0,Brewers,7,11,0
2019-06-23,Twins,1,9,0,Royals,6,11,0
2019-06-23,Mets,3,7,0,Cubs,5,12,0
2019-06-23,White Sox,4,10,1,Rangers,7,11,1
2019-06-23,Rays,8,15,1,Athletics,2,6,0
2019-06-23,Rockies,3,10,1,Dodgers,6,7,0
2019-06-23,Orioles,3,7,2,Mariners,13,13,1
2019-06-23,Giants,2,4,0,D-backs,3,7,0
2019-06-23,Angels,6,15,0,Cardinals,4,10,0
2019-06-24,Mets,7,15,1,Phillies,13,19,0
2019-06-24,Blue Jays,8,14,0,Yankees,10,13,2
2019-06-24,Royals,2,5,0,Indians,3,10,0
2019-06-24,White Sox,5,8,0,Red Sox,6,12,0
2019-06-24,Braves,3,8,0,Cubs,8,10,1
2019-06-24,Dodgers,5,10,0,D-backs,8,11,1
2019-06-24,Rockies,2,5,0,Giants,0,6,1
2019-06-25,Padres,8,12,2,Orioles,3,11,0
2019-06-25,Mets,5,12,1,Phillies,7,8,2
2019-06-25,Blue Jays,3,7,0,Yankees,4,10,0
2019-06-25,Royals,8,13,0,Indians,6,11,1
2019-06-25,Rangers,5,12,1,Tigers,3,6,3
2019-06-25,White Sox,3,10,1,Red Sox,6,10,1
2019-06-25,Nationals,6,8,0,Marlins,1,5,0
2019-06-25,Braves,3,3,0,Cubs,2,4,1
2019-06-25,Pirates,1,8,0,Astros,5,10,0
2019-06-25,Rays,4,7,0,Twins,9,15,0
2019-06-25,Mariners,8,12,2,Brewers,3,8,2
2019-06-25,Athletics,7,10,0,Cardinals,3,10,0
2019-06-25,Dodgers,3,5,2,D-backs,2,6,0
2019-06-25,Rockies,2,3,1,Giants,4,8,0
2019-06-25,Reds,1,7,0,Angels,5,8,0
2019-06-26,White Sox,8,12,1,Red Sox,7,15,0
2019-06-26,Blue Jays,7,13,0,Yankees,8,16,2
2019-06-26,Royals,3,8,1,Indians,5,10,0
2019-06-26,Padres,10,11,1,Orioles,5,8,1
2019-06-26,Dodgers,2,5,3,D-backs,8,9,1
2019-06-26,Rockies,6,7,1,Giants,3,8,1
2019-06-26,Mets,4,10,0,Phillies,5,9,1
2019-06-26,Rangers,4,8,0,Tigers,1,5,0
2019-06-26,Nationals,7,7,0,Marlins,5,6,0
2019-06-26,Athletics,2,8,0,Cardinals,0,5,0
2019-06-26,Braves,5,7,0,Cubs,3,10,2
2019-06-26,Reds,1,5,2,Angels,5,7,2
2019-06-26,Pirates,14,15,0,Astros,2,9,1
2019-06-26,Rays,4,6,2,Twins,6,10,0
2019-06-26,Mariners,4,8,0,Brewers,2,5,1
2019-06-27,Mets,3,5,1,Phillies,6,6,1
2019-06-27,Rangers,3,5,0,Tigers,1,9,0
2019-06-27,Rays,5,8,1,Twins,2,9,0
2019-06-27,Pirates,10,14,0,Astros,0,9,1
2019-06-27,Mariners,2,5,0,Brewers,4,9,2
2019-06-27,Braves,7,8,1,Cubs,9,10,0
2019-06-27,Nationals,8,10,0,Marlins,5,8,1
2019-06-27,Dodgers,12,17,1,Rockies,8,16,1
2019-06-27,D-backs,5,8,0,Giants,1,3,0
2019-06-27,Athletics,3,5,0,Angels,8,12,0
2019-06-29,Yankees,17,19,0,Red Sox,13,18,0
2019-06-29,Indians,0,5,0,Orioles,13,13,0
2019-06-29,Royals,5,7,0,Blue Jays,7,6,1
2019-06-29,Cubs,6,8,0,Reds,0,7,2
2019-06-29,Nationals,5,9,0,Tigers,7,12,1
2019-06-29,Rangers,2,5,0,Rays,5,7,0
2019-06-29,Braves,5,13,1,Mets,4,8,0
2019-06-29,Phillies,6,7,1,Marlins,9,15,1
2019-06-29,Twins,10,13,1,White Sox,3,7,1
2019-06-29,Dodgers,3,8,1,Rockies,5,7,1
2019-06-29,Mariners,5,7,1,Astros,6,8,0
2019-06-29,Pirates,1,6,1,Brewers,3,5,0
2019-06-29,D-backs,4,11,1,Giants,3,7,2
2019-06-29,Athletics,4,8,0,Angels,0,3,2
2019-06-29,Cardinals,2,5,1,Padres,12,12,2
2019-06-30,Yankees,12,13,1,Red Sox,8,15,2
2019-06-30,Indians,2,10,0,Orioles,0,5,0
2019-06-30,Royals,7,11,1,Blue Jays,6,8,0
2019-06-30,Cubs,6,11,1,Reds,8,9,0
2019-06-30,Nationals,2,7,0,Tigers,1,5,0
2019-06-30,Rangers,2,4,1,Rays,6,9,0
2019-06-30,Phillies,13,17,0,Marlins,6,10,1
2019-06-30,Mariners,1,6,2,Astros,6,11,0
2019-06-30,Twins,3,6,0,White Sox,4,10,2
2019-06-30,Pirates,1,7,3,Brewers,2,8,0
2019-06-30,Dodgers,10,14,1,Rockies,5,9,1
2019-06-30,D-backs,4,8,1,Giants,10,13,0
2019-06-30,Athletics,12,11,1,Angels,3,9,2
2019-06-30,Cardinals,5,9,0,Padres,3,10,2
2019-06-30,Braves,5,10,2,Mets,8,13,0
2019-07-01,Royals,4,9,0,Blue Jays,11,18,0
2019-07-01,Cubs,5,13,2,Pirates,18,23,0
2019-07-01,Orioles,3,9,0,Rays,6,10,1
2019-07-01,Brewers,8,9,0,Reds,6,10,1
2019-07-01,Giants,13,14,2,Padres,2,5,1
2019-07-03,Tigers,5,6,0,White Sox,7,12,0
2019-07-03,Tigers,6,12,0,White Sox,9,10,1
2019-07-03,Marlins,1,6,1,Nationals,3,7,0
2019-07-03,Cubs,5,9,0,Pirates,6,11,1
2019-07-03,Red Sox,3,8,0,Blue Jays,6,11,0
2019-07-03,Orioles,9,11,2,Rays,6,11,1
2019-07-03,Yankees,5,10,0,Mets,1,7,1
2019-07-03,Brewers,0,4,0,Reds,3,8,1
2019-07-03,Phillies,2,6,1,Braves,9,10,0
2019-07-03,Angels,6,12,1,Rangers,2,4,0
2019-07-03,Astros,4,6,0,Rockies,2,7,0
2019-07-03,Indians,4,8,0,Royals,0,5,0
2019-07-03,Twins,4,10,2,Athletics,3,9,2
2019-07-03,Giants,7,9,0,Padres,5,11,0
2019-07-03,D-backs,4,10,0,Dodgers,5,10,0
2019-07-03,Cardinals,5,9,0,Mariners,2,5,1
2019-07-04,Marlins,2,10,1,Nationals,5,8,1
2019-07-04,Indians,8,12,2,Royals,4,6,1
2019-07-04,Tigers,11,15,0,White Sox,5,13,2
2019-07-04,Brewers,0,2,0,Reds,1,8,0
2019-07-04,Cubs,11,15,1,Pirates,3,6,0
2019-07-04,Twins,2,11,0,Athletics,7,12,0
2019-07-04,Cardinals,5,10,0,Mariners,4,10,0
2019-07-04,Yankees,8,8,1,Rays,4,8,0
2019-07-04,Red Sox,8,8,0,Blue Jays,7,11,0
2019-07-04,Phillies,6,12,1,Braves,12,12,0
2019-07-04,Angels,3,10,1,Rangers,9,14,0
2019-07-04,Padres,1,5,1,Dodgers,5,6,1
2019-07-05,Royals,7,12,0,Nationals,4,13,1
2019-07-05,Brewers,7,13,1,Pirates,6,13,0
2019-07-05,Orioles,4,6,0,Blue Jays,1,4,1
2019-07-05,Red Sox,9,14,2,Tigers,6,9,1
2019-07-05,Phillies,7,9,0,Mets,2,7,1
2019-07-05,Yankees,8,14,0,Rays,4,10,0
2019-07-05,Marlins,0,7,0,Braves,1,5,0
2019-07-05,Angels,5,9,0,Astros,4,6,0
2019-07-05,Rangers,6,10,0,Twins,15,20,0
2019-07-05,Rockies,0,5,0,D-backs,8,9,2
2019-07-05,Padres,3,6,2,Dodgers,2,6,0
2019-07-05,Athletics,5,5,2,Mariners,2,5,2
2019-07-05,Cardinals,9,14,0,Giants,4,7,0
2019-07-06,Rangers,4,8,1,Twins,7,9,0
2019-07-06,Orioles,8,10,0,Blue Jays,1,3,2
2019-07-06,Royals,0,6,1,Nationals,6,12,0
2019-07-06,Brewers,2,7,0,Pirates,12,17,0
2019-07-06,Indians,7,11,1,Reds,2,5,0
2019-07-06,Red Sox,10,17,1,Tigers,6,14,2
2019-07-06,Marlins,5,15,1,Braves,4,9,1
2019-07-06,Yankees,3,8,0,Rays,4,8,0
2019-07-06,Angels,0,4,0,Astros,4,10,0
2019-07-06,Phillies,5,12,1,Mets,6,12,2
2019-07-06,Cubs,6,7,3,White Sox,3,6,0
2019-07-06,Cardinals,4,10,1,Giants,8,11,1
2019-07-06,Rockies,2,5,1,D-backs,4,13,0
2019-07-06,Padres,3,4,1,Dodgers,1,6,1
2019-07-06,Athletics,3,6,0,Mariners,6,7,1
2019-07-07,Orioles,1,6,0,Blue Jays,6,9,0
2019-07-07,Indians,11,18,1,Reds,1,4,0
2019-07-07,Red Sox,6,9,0,Tigers,3,6,1
2019-07-07,Phillies,8,13,1,Mets,3,5,1
2019-07-07,Yankees,1,5,0,Rays,2,10,0
2019-07-07,Marlins,3,9,0,Braves,4,9,0
2019-07-07,Royals,2,9,1,Nationals,5,8,0
2019-07-07,Brewers,5,8,0,Pirates,6,10,0
2019-07-07,Angels,10,16,0,Astros,11,19,1
2019-07-07,Rangers,4,10,2,Twins,1,8,1
2019-07-07,Cubs,1,7,1,White Sox,3,8,0
2019-07-07,Cardinals,0,6,0,Giants,1,2,0
2019-07-07,Rockies,3,4,0,D-backs,5,8,0
2019-07-07,Padres,5,8,0,Dodgers,3,7,0
2019-07-07,Athletics,7,8,0,Mariners,4,11,1
2019-07-09,NL All-Stars,3,5,0,AL All-Stars,4,8,0
2019-07-11,Astros,0,7,0,Rangers,5,11,0
2019-07-12,Pirates,3,5,0,Cubs,4,6,0
2019-07-12,Nationals,4,9,0,Phillies,0,8,2
2019-07-12,Rays,16,20,1,Orioles,4,5,2
2019-07-12,Blue Jays,0,6,1,Yankees,4,10,0
2019-07-12,Dodgers,1,5,0,Red Sox,8,8,0
2019-07-12,Twins,5,8,2,Indians,3,6,1
2019-07-12,Mets,4,5,0,Marlins,8,8,0
2019-07-12,Astros,8,9,2,Rangers,9,10,1
2019-07-12,Giants,10,10,1,Brewers,7,13,0
2019-07-12,Tigers,5,9,1,Royals,8,9,1
2019-07-12,D-backs,4,6,1,Cardinals,2,4,0
2019-07-12,Reds,2,6,2,Rockies,3,8,0
2019-07-12,Mariners,0,0,1,Angels,13,13,0
2019-07-12,White Sox,1,10,1,Athletics,5,13,0
2019-07-12,Braves,5,8,0,Padres,3,9,1
2019-07-13,Rays,1,3,0,Orioles,2,7,0
2019-07-13,Rays,12,15,1,Orioles,4,10,0
2019-07-13,Blue Jays,2,8,0,Yankees,1,8,0
2019-07-13,Pirates,4,11,2,Cubs,10,13,1
2019-07-13,White Sox,2,7,1,Athletics,13,13,0
2019-07-13,Mets,4,8,1,Marlins,2,6,0
2019-07-13,Twins,6,11,0,Indians,2,5,1
2019-07-13,Tigers,1,4,0,Royals,4,8,0
2019-07-13,Dodgers,11,14,1,Red Sox,2,6,1
2019-07-13,D-backs,2,4,2,Cardinals,4,7,0
2019-07-13,Nationals,4,9,0,Phillies,3,7,1
2019-07-13,Giants,4,7,2,Brewers,5,15,2
2019-07-13,Astros,7,13,3,Rangers,6,6,1
2019-07-13,Reds,17,24,2,Rockies,9,15,0
2019-07-13,Braves,7,11,1,Padres,5,5,0
2019-07-13,Mariners,2,6,0,Angels,9,12,0
2019-07-14,Rays,4,5,0,Orioles,1,3,0
2019-07-14,Nationals,3,7,1,Phillies,4,7,0
2019-07-14,Blue Jays,2,6,0,Yankees,4,10,3
2019-07-14,Twins,3,7,1,Indians,4,7,1
2019-07-14,Mets,6,12,0,Marlins,2,11,1
2019-07-14,Giants,8,11,0,Brewers,3,8,1
2019-07-14,Tigers,12,19,0,Royals,8,10,0
2019-07-14,D-backs,2,8,1,Cardinals,5,9,0
2019-07-14,Pirates,3,9,0,Cubs,8,13,0
2019-07-14,Astros,12,12,0,Rangers,4,5,2
2019-07-14,Reds,9,9,3,Rockies,10,14,1
2019-07-14,Mariners,3,10,0,Angels,6,6,0
2019-07-14,White Sox,2,7,2,Athletics,3,7,1
2019-07-14,Braves,4,7,0,Padres,1,10,2
2019-07-14,Dodgers,7,9,3,Red Sox,4,11,2
2019-07-15,Giants,19,21,0,Rockies,2,6,1
2019-07-15,Giants,2,6,2,Rockies,1,5,0
2019-07-15,Dodgers,16,19,1,Phillies,2,7,1
2019-07-15,Rays,5,11,0,Yankees,4,8,0
2019-07-15,Tigers,6,11,0,Indians,8,14,0
2019-07-15,Blue Jays,8,13,0,Red Sox,10,13,2
2019-07-15,Reds,6,10,0,Cubs,3,9,2
2019-07-15,Braves,4,9,0,Brewers,2,7,1
2019-07-15,Pirates,0,8,1,Cardinals,7,8,1
2019-07-15,White Sox,2,8,1,Royals,5,10,2
2019-07-15,Astros,6,9,2,Angels,9,10,0
2019-07-16,Nationals,8,12,0,Orioles,1,4,1
2019-07-16,Dodgers,8,7,2,Phillies,9,8,1
2019-07-16,Rays,3,8,0,Yankees,8,8,0
2019-07-16,Tigers,0,1,1,Indians,8,9,0
2019-07-16,Blue Jays,10,14,0,Red Sox,4,9,1
2019-07-16,Padres,7,11,0,Marlins,12,14,1
2019-07-16,Reds,3,8,0,Cubs,4,9,0
2019-07-16,D-backs,9,10,0,Rangers,2,5,2
2019-07-16,Mets,3,7,0,Twins,2,8,1
2019-07-16,Braves,1,5,0,Brewers,13,13,0
2019-07-16,Pirates,3,5,1,Cardinals,1,5,0
2019-07-16,White Sox,0,5,3,Royals,11,14,0
2019-07-16,Giants,8,14,0,Rockies,4,7,1
2019-07-16,Astros,2,14,0,Angels,7,9,0
2019-07-16,Mariners,2,6,1,Athletics,9,12,0
2019-07-17,Mets,14,17,0,Twins,4,8,2
2019-07-17,Pirates,5,11,1,Cardinals,6,7,0
2019-07-17,Braves,4,6,1,Brewers,5,7,1
2019-07-17,Reds,2,7,0,Cubs,5,6,0
2019-07-17,Giants,11,18,0,Rockies,8,11,1
2019-07-17,Mariners,2,8,0,Athletics,10,10,0
2019-07-17,Nationals,2,5,0,Orioles,9,15,1
2019-07-17,Dodgers,7,7,2,Phillies,2,2,0
2019-07-17,Tigers,2,7,2,Indians,7,12,1
2019-07-17,Blue Jays,4,5,0,Red Sox,5,14,1
2019-07-17,Padres,3,9,3,Marlins,2,3,0
2019-07-17,D-backs,19,21,1,Rangers,4,7,1
2019-07-17,White Sox,5,10,0,Royals,7,12,0
2019-07-17,Astros,11,12,0,Angels,2,9,0
2019-07-18,Padres,3,7,2,Marlins,4,11,0
2019-07-18,Dodgers,6,10,2,Phillies,7,10,1
2019-07-18,Blue Jays,0,2,0,Red Sox,5,7,0
2019-07-18,White Sox,5,11,1,Royals,6,13,2
2019-07-18,Rays,2,5,1,Yankees,6,10,0
2019-07-18,Rays,1,5,1,Yankees,5,6,0
2019-07-18,Tigers,3,8,2,Indians,6,8,0
2019-07-18,Cardinals,7,10,0,Reds,4,10,0
2019-07-18,Nationals,13,16,0,Braves,4,10,0
2019-07-18,Athletics,3,8,0,Twins,6,9,2
2019-07-18,Astros,6,8,1,Angels,2,7,0
2019-07-18,Brewers,5,8,0,D-backs,1,7,1
2019-07-18,Mets,2,11,0,Giants,3,14,0
2019-07-19,Padres,5,13,2,Cubs,6,7,2
2019-07-19,Red Sox,2,7,2,Orioles,11,14,0
2019-07-19,Phillies,6,15,0,Pirates,1,7,1
2019-07-19,Rockies,2,9,1,Yankees,8,12,1
2019-07-19,Royals,5,9,0,Indians,10,16,0
2019-07-19,Cardinals,12,11,0,Reds,11,18,1
2019-07-19,Blue Jays,12,15,1,Tigers,1,8,1
2019-07-19,White Sox,9,17,0,Rays,2,6,0
2019-07-19,Nationals,3,7,0,Braves,4,12,0
2019-07-19,Rangers,3,10,0,Astros,4,7,2
2019-07-19,Athletics,5,12,1,Twins,3,7,0
2019-07-19,Brewers,7,12,1,D-backs,10,10,1
2019-07-19,Angels,0,1,0,Mariners,10,12,0
2019-07-19,Marlins,1,4,1,Dodgers,2,6,2
2019-07-19,Mets,0,3,1,Giants,1,3,0
2019-07-20,Rockies,5,7,2,Yankees,11,14,0
2019-07-20,Padres,5,9,1,Cubs,6,11,1
2019-07-20,Mets,11,17,0,Giants,4,9,0
2019-07-20,Blue Jays,7,12,1,Tigers,5,7,0
2019-07-20,White Sox,2,8,1,Rays,1,9,0
2019-07-20,Red Sox,17,17,0,Orioles,6,14,1
2019-07-20,Phillies,1,3,1,Pirates,5,13,1
2019-07-20,Royals,1,6,0,Indians,0,3,1
2019-07-20,Cardinals,2,6,0,Reds,3,7,0
2019-07-20,Rangers,1,2,0,Astros,6,11,0
2019-07-20,Athletics,5,11,0,Twins,4,9,1
2019-07-20,Nationals,5,12,1,Braves,3,8,1
2019-07-20,Brewers,8,10,0,D-backs,3,6,0
2019-07-20,Angels,6,8,1,Mariners,2,5,1
2019-07-20,Marlins,6,6,0,Dodgers,10,12,3
2019-07-21,Red Sox,0,1,0,Orioles,5,7,0
2019-07-21,Rockies,8,10,0,Yankees,4,4,1
2019-07-21,Royals,4,8,1,Indians,5,9,0
2019-07-21,Cardinals,3,6,0,Reds,1,7,1
2019-07-21,Blue Jays,3,5,0,Tigers,4,12,1
2019-07-21,White Sox,2,5,0,Rays,4,3,0
2019-07-21,Phillies,2,6,0,Pirates,1,6,0
2019-07-21,Rangers,3,6,0,Astros,5,9,0
2019-07-21,Athletics,6,7,1,Twins,7,13,0
2019-07-21,Padres,5,6,0,Cubs,1,6,0
2019-07-21,Mets,2,5,1,Giants,3,7,0
2019-07-21,Angels,9,12,0,Mariners,3,12,0
2019-07-21,Marlins,0,6,2,Dodgers,9,9,0
2019-07-21,Brewers,7,8,0,D-backs,4,9,0
2019-07-21,Nationals,1,6,1,Braves,7,11,0
2019-07-22,Cardinals,6,8,1,Pirates,5,12,3
2019-07-22,Indians,7,12,0,Blue Jays,3,5,1
2019-07-22,Red Sox,9,12,0,Rays,4,9,0
2019-07-22,Athletics,1,2,0,Astros,11,13,1
2019-07-22,Marlins,1,4,0,White Sox,9,10,1
2019-07-22,Yankees,6,13,0,Twins,8,8,0
2019-07-22,Reds,6,12,0,Brewers,5,8,0
2019-07-22,Orioles,3,9,1,D-backs,6,12,0
2019-07-22,Cubs,4,6,0,Giants,5,13,0
2019-07-22,Rangers,3,9,0,Mariners,7,11,0
2019-07-23,Rockies,1,7,2,Nationals,11,17,0
2019-07-23,Cardinals,4,7,0,Pirates,3,6,0
2019-07-23,Indians,1,6,0,Blue Jays,2,8,0
2019-07-23,Padres,2,5,0,Mets,5,8,0
2019-07-23,Red Sox,5,10,0,Rays,4,6,0
2019-07-23,Phillies,3,9,1,Tigers,2,7,2
2019-07-23,Royals,5,5,0,Braves,4,11,0
2019-07-23,Athletics,4,8,2,Astros,3,8,0
2019-07-23,Marlins,5,6,0,White Sox,1,2,1
2019-07-23,Yankees,14,20,1,Twins,12,15,0
2019-07-23,Reds,14,17,1,Brewers,6,10,1
2019-07-23,Orioles,7,9,1,D-backs,2,5,1
2019-07-23,Cubs,4,9,0,Giants,5,8,1
2019-07-23,Angels,5,11,2,Dodgers,4,9,1
2019-07-23,Rangers,7,10,0,Mariners,2,7,1
2019-07-24,Red Sox,2,5,0,Rays,3,5,0
2019-07-24,Rockies,2,9,0,Nationals,3,7,0
2019-07-24,Rockies,0,5,1,Nationals,2,6,0
2019-07-24,Phillies,4,10,0,Tigers,0,5,1
2019-07-24,Athletics,2,6,0,Astros,4,6,2
2019-07-24,Reds,4,9,1,Brewers,5,6,1
2019-07-24,Orioles,2,7,2,D-backs,5,11,0
2019-07-24,Rangers,3,9,1,Mariners,5,8,0
2019-07-24,Cubs,4,11,0,Giants,1,7,1
2019-07-24,Cardinals,14,15,1,Pirates,8,11,1
2019-07-24,Indians,4,9,0,Blue Jays,0,1,0
2019-07-24,Padres,7,14,0,Mets,2,5,2
2019-07-24,Royals,2,5,0,Braves,0,5,1
2019-07-24,Marlins,2,5,0,White Sox,0,5,0
2019-07-24,Yankees,10,15,0,Twins,7,9,0
2019-07-24,Angels,3,6,0,Dodgers,2,5,1
2019-07-25,Padres,0,6,0,Mets,4,12,0
2019-07-25,Cardinals,6,8,0,Pirates,3,7,1
2019-07-25,Rockies,8,11,0,Nationals,7,7,0
2019-07-25,Yankees,3,7,0,Red Sox,19,23,0
2019-07-25,Twins,10,12,4,White Sox,3,7,0
2019-07-25,Indians,5,14,0,Royals,4,11,2
2019-07-25,Orioles,10,18,0,Angels,8,11,3
2019-07-25,Rangers,11,13,1,Athletics,3,3,0
2019-07-25,Tigers,2,5,1,Mariners,10,9,2
2019-07-26,Rockies,12,14,0,Reds,2,8,1
2019-07-26,Dodgers,4,5,1,Nationals,2,10,0
2019-07-26,Braves,9,8,0,Phillies,2,12,1
2019-07-26,Rays,3,9,0,Blue Jays,1,4,1
2019-07-26,Pirates,3,7,0,Mets,6,6,3
2019-07-26,D-backs,2,6,0,Marlins,3,7,1
2019-07-26,Yankees,5,13,0,Red Sox,10,14,1
2019-07-26,Twins,6,10,1,White Sox,2,8,2
2019-07-26,Cubs,2,4,0,Brewers,3,4,0
2019-07-26,Indians,8,13,1,Royals,3,9,1
2019-07-26,Astros,3,5,0,Cardinals,5,8,0
2019-07-26,Orioles,9,11,0,Angels,3,5,1
2019-07-26,Rangers,5,7,2,Athletics,2,5,2
2019-07-26,Tigers,2,8,0,Mariners,3,8,0
2019-07-26,Giants,2,5,1,Padres,1,5,1
2019-07-27,Rays,9,13,1,Blue Jays,10,16,0
2019-07-27,Dodgers,9,10,0,Nationals,3,5,1
2019-07-27,Yankees,5,11,1,Red Sox,9,15,0
2019-07-27,Tigers,1,7,0,Mariners,8,16,1
2019-07-27,D-backs,9,7,0,Marlins,2,9,1
2019-07-27,Braves,15,16,0,Phillies,7,12,1
2019-07-27,Rockies,1,5,0,Reds,3,6,0
2019-07-27,Pirates,0,5,1,Mets,3,3,1
2019-07-27,Twins,1,3,2,White Sox,5,10,1
2019-07-27,Cubs,3,6,0,Brewers,5,9,0
2019-07-27,Indians,9,14,0,Royals,1,8,0
2019-07-27,Astros,8,11,1,Cardinals,2,7,0
2019-07-27,Giants,1,5,1,Padres,5,9,0
2019-07-27,Orioles,8,14,0,Angels,7,9,2
2019-07-27,Rangers,4,11,0,Athletics,5,6,0
2019-07-28,Braves,4,8,0,Phillies,9,12,0
2019-07-28,Rays,10,16,0,Blue Jays,9,12,0
2019-07-28,Rockies,2,10,0,Reds,3,8,0
2019-07-28,Pirates,7,9,3,Mets,8,8,1
2019-07-28,D-backs,1,4,1,Marlins,5,9,1
2019-07-28,Dodgers,4,4,1,Nationals,11,14,0
2019-07-28,Twins,11,13,0,White Sox,1,7,1
2019-07-28,Cubs,11,7,1,Brewers,4,5,0
2019-07-28,Indians,6,8,1,Royals,9,12,1
2019-07-28,Astros,6,13,1,Cardinals,2,9,2
2019-07-28,Orioles,4,5,0,Angels,5,9,1
2019-07-28,Rangers,5,8,1,Athletics,6,10,0
2019-07-28,Tigers,2,7,0,Mariners,3,6,1
2019-07-28,Giants,7,16,0,Padres,6,7,0
2019-07-28,Yankees,9,8,2,Red Sox,6,10,3
2019-07-29,Braves,3,7,0,Nationals,6,7,2
2019-07-29,Pirates,6,9,1,Reds,11,13,0
